,CREDIT SCORE,FIRST_PAYMENT_DATE,FIRST_TIME_HOMEBUYER_FLAG,MATURITY_DATE,MSA_CODE,MI_PERCENTAGE,NUMBER_OF_UNITS,OCCUPANCY_STATUS,ORIGINAL_CLTV,DTI,ORIGINAL_UPB,ORIGINAL_LTV,ORIGINAL_INTEREST_RATE,CHANNEL,PPM_FLAG,Amortization_type,STATE,PROPERTY TYPE,POSTAL CODE,id_loan,LOAN_PURPOSE,ORIGINAL_LOAN_TERM,NUMBER_BORROWERS,SELLER NAME,Servicer_Name,SUPER CONFORMING FLAG,LSN,PROGRAM INDICATOR,HARP_INDICATOR,PROPERTY_VALUATION_METHOD,IO_INDICATOR
11982,777,202105,Y,205104,14860.0,30,1,P,95,34,170000,95,3.25,C,N,FRM,CT,CP,6900,F21Q12442418,P,360,1,Other sellers,Other servicers,,,9,,2,N
11983,798,202105,N,203604,46140.0,0,1,P,80,16,532000,80,2.625,C,N,FRM,OK,SF,74400,F21Q12442579,P,180,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
11984,759,202105,N,205104,38300.0,0,1,P,38,40,200000,38,2.75,C,N,FRM,PA,SF,15200,F21Q12442714,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
11985,774,202105,Y,205104,36740.0,25,1,P,90,29,243000,90,2.99,C,N,FRM,FL,PU,34700,F21Q12442774,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
11986,732,202105,N,205104,47894.0,0,1,P,78,44,245000,78,2.99,C,N,FRM,VA,SF,22600,F21Q12442785,C,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
11987,757,202105,N,205104,41620.0,0,1,P,73,38,548000,73,3.0,C,N,FRM,UT,SF,84000,F21Q12442857,N,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
11988,769,202105,N,205104,11244.0,0,1,P,38,13,485000,38,2.75,C,N,FRM,CA,PU,92600,F21Q12442870,N,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
11989,748,202103,N,203602,12580.0,0,1,P,63,30,157000,63,2.25,R,N,FRM,MD,SF,21200,F21Q12443245,N,180,1,Other sellers,Other servicers,,,9,,1,N
11990,788,202104,N,203603,16984.0,0,1,I,61,38,95000,61,2.875,R,N,FRM,IL,CO,60100,F21Q12443372,N,180,1,"GUARANTEED RATE, INC.",Other servicers,,,9,,2,N
11991,781,202105,N,205104,27980.0,0,1,S,80,46,660000,80,2.375,R,N,FRM,HI,CO,96700,F21Q12443680,P,360,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
11992,714,202105,Y,205104,27980.0,0,1,P,70,26,403000,70,2.75,C,N,FRM,HI,SF,96700,F21Q12443709,P,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
11993,731,202105,N,204604,28140.0,0,1,P,66,38,170000,66,2.875,R,N,FRM,MO,SF,64000,F21Q12443956,N,300,1,Other sellers,Other servicers,,,9,,1,N
11994,752,202105,N,205104,41740.0,0,1,P,67,35,753000,63,2.875,B,N,FRM,CA,PU,92000,F21Q12444150,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",Y,,9,,2,N
11995,785,202105,N,205104,23104.0,0,1,P,76,31,260000,76,3.375,R,N,FRM,TX,SF,76200,F21Q12444174,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
11996,722,202105,N,205104,31084.0,0,1,P,80,44,500000,80,3.125,R,N,FRM,CA,SF,90700,F21Q12444181,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
11997,693,202105,N,205104,39340.0,0,1,P,80,42,332000,80,3.875,C,N,FRM,UT,SF,84600,F21Q12444231,C,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
11998,762,202105,N,205104,34980.0,0,1,P,70,6,450000,70,3.0,C,N,FRM,TN,PU,37100,F21Q12444348,C,360,2,Other sellers,PHH MORTGAGE CORPORATION,,,9,,1,N
11999,808,202105,N,205104,,0,1,S,51,26,388000,51,2.875,B,N,FRM,ME,SF,4500,F21Q12444385,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
12000,754,202105,N,205104,29420.0,0,1,S,65,25,389000,65,3.046,B,N,FRM,AZ,SF,86400,F21Q12444408,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
12001,764,202105,N,205104,12540.0,12,1,S,85,44,264000,85,2.875,C,N,FRM,CA,SF,93500,F21Q12444419,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
12002,684,202105,N,205104,49180.0,0,1,P,75,42,224000,75,2.95,R,N,FRM,NC,SF,27000,F21Q12444422,N,360,2,Other sellers,Other servicers,,,9,,2,N
12003,779,202105,N,205104,37100.0,0,1,P,62,44,245000,62,2.75,B,N,FRM,CA,CO,91300,F21Q12444485,N,360,1,Other sellers,Other servicers,,,9,,1,N
12004,793,202105,N,203604,37340.0,0,1,S,80,29,208000,80,2.375,B,N,FRM,FL,CO,32900,F21Q12444514,P,180,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
12005,642,202105,N,205104,38540.0,0,1,P,76,20,150000,76,2.875,C,N,FRM,ID,SF,83200,F21Q12444691,N,360,2,Other sellers,Other servicers,,,H,,2,N
12006,794,202105,N,205104,36084.0,0,1,P,59,21,788000,59,2.875,R,N,FRM,CA,SF,94500,F21Q12444707,N,360,2,Other sellers,Other servicers,Y,,9,,2,N
12007,787,202105,N,205104,42220.0,0,1,P,22,19,181000,22,3.25,R,N,FRM,CA,SF,94900,F21Q12444714,N,360,2,Other sellers,Other servicers,,,9,,1,N
12008,773,202105,N,204104,35084.0,0,1,P,70,29,331000,70,2.5,C,N,FRM,NJ,SF,7800,F21Q12445188,N,240,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
12009,734,202105,N,204104,22744.0,0,1,P,77,37,350000,77,2.5,C,N,FRM,FL,SF,33000,F21Q12445194,C,240,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12010,700,202106,N,204105,36740.0,0,1,P,51,49,140000,51,2.375,C,N,FRM,FL,PU,32700,F21Q12445209,C,240,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
12011,788,202104,N,205103,45300.0,0,1,P,53,13,400000,53,2.99,C,N,FRM,FL,PU,33700,F21Q12445390,N,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12012,740,202105,N,205104,48900.0,25,1,P,86,29,266000,86,3.25,C,N,FRM,NC,CO,28400,F21Q12445586,N,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12013,721,202106,Y,205105,42644.0,0,1,P,80,23,712000,80,3.375,C,N,FRM,WA,SF,98100,F21Q12445600,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,Y,,9,,2,N
12014,696,202105,N,205104,19124.0,0,1,I,60,15,204000,60,3.875,C,N,FRM,TX,PU,75000,F21Q12445838,C,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12015,814,202105,N,202904,41884.0,0,1,P,21,29,250000,21,2.75,R,N,FRM,CA,SF,94000,F21Q12446003,N,96,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
12016,805,202105,Y,205104,46140.0,25,1,P,90,35,79000,90,3.0,C,N,FRM,OK,CO,74100,F21Q12446096,P,360,2,Other sellers,Other servicers,,,9,,2,N
12017,810,202105,Y,205104,12940.0,30,1,P,94,23,200000,94,3.125,C,N,FRM,LA,PU,70800,F21Q12446189,P,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
12018,804,202105,N,203604,26380.0,0,1,P,50,23,201000,50,2.625,C,N,FRM,LA,PU,70300,F21Q12446328,P,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
12019,778,202105,N,205104,12580.0,30,1,P,91,22,399000,91,2.5,C,N,FRM,MD,PU,21000,F21Q12446441,N,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
12020,789,202105,N,205104,47894.0,0,1,P,55,32,310000,55,2.5,C,N,FRM,VA,PU,20100,F21Q12446486,N,360,1,NEWREZ LLC,NEWREZ LLC,,,H,,1,N
12021,758,202106,N,205105,42220.0,0,1,P,76,36,470000,76,2.875,B,N,FRM,CA,SF,95400,F21Q12446689,C,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
12022,812,202105,N,205104,47894.0,25,1,P,88,15,570000,88,2.875,C,N,FRM,VA,PU,20100,F21Q12446810,N,360,1,NEWREZ LLC,NEWREZ LLC,Y,,9,,1,N
12023,762,202105,N,205104,36084.0,0,1,P,78,46,586000,78,3.0,R,N,FRM,CA,SF,94500,F21Q12446914,N,360,1,Other sellers,Other servicers,Y,,9,,2,N
12024,745,202106,N,205105,12580.0,0,1,P,62,19,180000,62,3.25,R,N,FRM,MD,PU,21000,F21Q12446951,C,360,2,Other sellers,Other servicers,,,9,,2,N
12025,800,202105,N,204104,18140.0,0,1,P,70,25,181000,70,2.625,R,N,FRM,OH,SF,43000,F21Q12446986,N,240,2,Other sellers,Other servicers,,,9,,1,N
12026,796,202106,N,205105,33340.0,0,1,P,80,46,226000,80,3.25,C,N,FRM,WI,SF,53100,F21Q12447058,N,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N
12027,725,202105,N,204804,16740.0,30,1,P,93,48,255000,93,2.99,R,N,FRM,NC,PU,28100,F21Q12447206,N,324,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
12028,804,202105,N,203604,40900.0,0,1,P,53,24,292000,53,2.25,C,N,FRM,CA,SF,95600,F21Q12447388,N,180,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
12029,780,202105,Y,205104,20500.0,25,1,P,97,38,181000,97,3.0,C,N,FRM,NC,PU,27700,F21Q12447393,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,H,,2,N
12030,801,202105,N,205104,17140.0,0,1,P,56,41,349000,56,3.0,R,N,FRM,OH,SF,45000,F21Q12447608,N,360,2,Other sellers,Other servicers,,,9,,1,N
12031,724,202105,Y,205104,10420.0,18,1,P,97,42,75000,97,2.75,C,N,FRM,OH,SF,44300,F21Q12447624,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,H,,2,N
12032,799,202105,N,205104,41740.0,0,1,I,74,46,470000,74,2.99,B,N,FRM,CA,SF,92100,F21Q12447671,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
12033,784,202105,N,205104,40140.0,0,1,I,37,45,156000,37,2.94,B,N,FRM,CA,SF,92300,F21Q12447693,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
12034,706,202105,N,205104,12060.0,0,1,P,73,23,240000,73,2.99,C,N,FRM,GA,SF,30200,F21Q12447935,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
12035,763,202105,N,205104,16820.0,0,1,P,80,30,341000,80,2.875,C,N,FRM,VA,SF,22900,F21Q12447963,P,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
12036,781,202105,Y,205104,19124.0,25,1,P,97,43,210000,97,3.125,C,N,FRM,TX,SF,76200,F21Q12448080,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,H,,2,N
12037,793,202105,N,205104,38900.0,0,1,I,58,19,287000,58,3.5,C,N,FRM,OR,SF,97000,F21Q12448238,C,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12038,766,202105,N,204104,34980.0,0,1,I,62,31,132000,62,2.875,C,N,FRM,TN,SF,37000,F21Q12448278,N,240,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12039,803,202104,N,205103,31084.0,0,1,I,66,37,657000,66,3.125,C,N,FRM,CA,CO,90200,F21Q12448357,N,360,1,PENNYMAC CORP.,PENNYMAC CORP.,Y,,9,,2,N
12040,802,202105,N,205104,34980.0,0,4,I,45,13,220000,45,3.5,C,N,FRM,TN,SF,38400,F21Q12448455,C,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12041,694,202105,Y,205104,45300.0,18,1,P,102,33,179000,97,3.75,C,N,FRM,FL,SF,34600,F21Q12448740,P,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,H,,2,N
12042,727,202105,N,205104,17140.0,0,1,P,34,43,126000,34,3.0,R,N,FRM,OH,SF,45200,F21Q12448757,C,360,1,Other sellers,Other servicers,,,9,,2,N
12043,801,202105,N,203604,41940.0,0,1,P,37,48,322000,37,2.25,B,N,FRM,CA,SF,95100,F21Q12448961,N,180,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
12044,806,202105,N,204104,17140.0,0,1,P,56,38,208000,56,2.625,C,N,FRM,KY,SF,41000,F21Q12449078,N,240,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
12045,800,202105,N,205104,23104.0,0,1,P,80,23,502000,80,2.75,C,N,FRM,TX,PU,76000,F21Q12449193,C,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
12046,733,202105,Y,205104,26620.0,0,1,P,54,28,253000,54,2.5,C,N,FRM,AL,PU,35700,F21Q12449385,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,1,N
12047,773,202105,N,205104,23224.0,12,1,P,85,25,411000,85,2.5,C,N,FRM,MD,PU,21700,F21Q12449414,N,360,2,TRUIST BANK,TRUIST BANK,,,9,,1,N
12048,790,202105,N,205104,38940.0,0,1,P,65,34,305000,65,2.625,C,N,FRM,FL,PU,34900,F21Q12449490,C,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
12049,809,202105,N,205104,34980.0,0,1,P,64,31,345000,64,2.625,C,N,FRM,TN,SF,37000,F21Q12449558,N,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
12050,801,202104,N,205103,36140.0,0,1,P,29,30,544000,29,2.625,C,N,FRM,NJ,SF,8200,F21Q12449653,N,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
12051,723,202105,N,205104,,30,1,P,95,43,375000,95,2.625,C,N,FRM,NC,SF,28000,F21Q12449698,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
12052,812,202104,N,205103,47894.0,0,1,P,59,17,375000,59,2.625,C,N,FRM,VA,PU,20100,F21Q12449715,N,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
12053,772,202105,N,205104,35154.0,0,1,P,75,25,262000,75,2.625,C,N,FRM,NJ,CO,8800,F21Q12449723,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
12054,735,202105,N,204604,17900.0,0,1,P,40,27,450000,40,2.5,C,N,FRM,SC,SF,29200,F21Q12449820,C,300,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
12055,793,202105,N,205104,24860.0,0,1,P,52,25,365000,52,3.0,C,N,FRM,SC,SF,29600,F21Q12449958,N,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
12056,729,202105,N,205104,24860.0,30,1,P,95,28,334000,95,2.875,C,N,FRM,SC,PU,29600,F21Q12449982,P,360,1,TRUIST BANK,TRUIST BANK,,,9,,2,N
12057,773,202105,N,204604,23224.0,0,1,P,74,45,429000,74,2.875,C,N,FRM,MD,SF,20800,F21Q12450047,N,300,1,TRUIST BANK,TRUIST BANK,,,9,,1,N
12058,748,202105,N,205104,12580.0,30,1,P,95,36,494000,95,2.99,C,N,FRM,MD,SF,21200,F21Q12450076,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
12059,671,202106,N,203605,19804.0,0,1,P,62,39,111000,62,2.5,C,N,FRM,MI,SF,48100,F21Q12450161,N,180,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
12060,807,202106,N,203605,41180.0,0,1,P,42,17,115000,42,2.625,C,N,FRM,MO,PU,63000,F21Q12450162,N,180,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
12061,758,202104,Y,205103,33340.0,0,1,P,80,21,187000,80,2.375,R,N,FRM,WI,CO,53000,F21Q12450214,P,360,1,Other sellers,Other servicers,,,9,,2,N
12062,797,202105,N,203604,41540.0,0,1,S,70,26,213000,70,2.75,R,N,FRM,MD,CO,21800,F21Q12450272,N,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Other servicers,,,9,,2,N
12063,726,202105,N,203604,46700.0,0,1,P,70,42,385000,70,2.875,C,N,FRM,CA,SF,94500,F21Q12450273,C,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
12064,797,202105,N,205104,48424.0,0,1,P,80,41,156000,80,3.0,C,N,FRM,FL,CO,33400,F21Q12450334,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12065,732,202105,N,205104,37460.0,25,1,S,90,43,182000,90,2.875,C,N,FRM,FL,PU,32400,F21Q12450379,P,360,2,Other sellers,Other servicers,,,9,,2,N
12066,796,202105,N,205104,43300.0,0,1,P,48,14,217000,48,2.5,C,N,FRM,TX,PU,75000,F21Q12450406,N,360,2,TRUIST BANK,TRUIST BANK,,,9,,1,N
12067,808,202105,N,203604,24860.0,0,1,P,26,10,77000,26,1.99,R,N,FRM,SC,SF,29600,F21Q12450685,N,180,2,Other sellers,Other servicers,,,9,,1,N
12068,758,202105,N,204104,17140.0,0,1,P,80,36,367000,80,2.875,R,N,FRM,OH,SF,45200,F21Q12450920,C,240,2,Other sellers,Other servicers,,,9,,2,N
12069,780,202104,N,205103,42220.0,0,1,P,78,48,407000,78,3.125,R,N,FRM,CA,SF,95400,F21Q12450998,N,360,1,Other sellers,"PNC BANK, NA",,,9,,2,N
12070,702,202106,N,205105,35084.0,0,1,P,79,41,399000,79,3.375,R,N,FRM,NJ,SF,8800,F21Q12451025,N,360,2,Other sellers,"PNC BANK, NA",,,9,,2,N
12071,801,202105,N,204104,38060.0,0,1,P,77,27,381000,77,2.375,B,N,FRM,AZ,PU,85200,F21Q12451053,N,240,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
12072,792,202105,Y,205104,23224.0,18,1,P,100,31,250000,97,3.375,C,N,FRM,MD,CO,20900,F21Q12451166,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,H,,2,N
12073,733,202105,N,203604,44060.0,0,1,P,80,47,400000,80,2.125,R,N,FRM,WA,SF,99000,F21Q12451399,P,180,1,Other sellers,Other servicers,,,9,,2,N
12074,749,202105,N,205104,26420.0,0,1,I,75,43,192000,75,3.25,B,N,FRM,TX,PU,77400,F21Q12451418,P,360,1,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
12075,800,202105,N,205104,,12,1,S,85,35,486000,85,2.625,R,N,FRM,VA,SF,22500,F21Q12451574,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12076,811,202105,N,205104,41940.0,0,1,P,55,39,542000,55,2.5,C,N,FRM,CA,SF,95000,F21Q12451615,N,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,1,N
12077,781,202105,N,204104,17140.0,0,1,P,73,39,233000,73,2.875,R,N,FRM,OH,SF,45100,F21Q12451851,N,240,1,Other sellers,Other servicers,,,9,,1,N
12078,804,202105,N,205104,26420.0,0,1,P,80,45,196000,80,2.875,C,N,FRM,TX,PU,77300,F21Q12451911,P,360,1,TRUIST BANK,TRUIST BANK,,,9,,2,N
12079,771,202105,N,205104,19660.0,0,1,P,50,25,199000,50,3.0,R,N,FRM,FL,SF,32100,F21Q12451984,N,360,2,Other sellers,"PNC BANK, NA",,,9,,2,N
12080,772,202105,N,205104,19124.0,0,1,P,75,32,416000,75,2.875,C,N,FRM,TX,SF,75200,F21Q12452526,N,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
12081,773,202105,N,204804,19124.0,0,1,P,80,29,529000,80,2.875,C,N,FRM,TX,SF,75200,F21Q12452541,N,324,1,TRUIST BANK,TRUIST BANK,,,9,,2,N
12082,781,202105,N,205104,,0,1,P,52,34,250000,52,2.75,R,N,FRM,TN,SF,37000,F21Q12452591,P,360,2,Other sellers,Other servicers,,,9,,2,N
12083,756,202105,Y,205104,38300.0,25,1,P,90,47,140000,90,2.75,C,N,FRM,PA,CO,15600,F21Q12452747,P,360,1,Other sellers,Other servicers,,,9,,2,N
12084,750,202104,N,205103,35614.0,0,2,I,46,38,275000,46,3.875,R,N,FRM,NY,SF,11400,F21Q12452811,N,360,2,Other sellers,Other servicers,,,9,,2,N
12085,723,202105,N,205104,36420.0,0,1,P,80,49,530000,80,2.75,C,N,FRM,OK,PU,73000,F21Q12452959,P,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
12086,794,202105,N,203604,31084.0,0,1,P,64,19,600000,64,2.375,C,N,FRM,CA,SF,90500,F21Q12453042,N,180,1,NEWREZ LLC,NEWREZ LLC,Y,,9,,1,N
12087,795,202103,N,205102,29820.0,0,1,I,75,47,210000,75,3.125,R,N,FRM,NV,PU,89100,F21Q12453082,P,360,1,"GUARANTEED RATE, INC.",Other servicers,,,9,,3,N
12088,786,202105,N,205104,49740.0,25,1,S,90,38,135000,90,3.125,R,N,FRM,AZ,SF,85300,F21Q12453285,P,360,1,Other sellers,Other servicers,,,9,,2,N
12089,689,202105,Y,205104,25500.0,0,1,P,75,21,234000,75,2.875,C,N,FRM,VA,SF,22800,F21Q12453323,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
12090,745,202105,N,205104,46220.0,30,1,P,95,29,269000,95,2.5,C,N,FRM,AL,PU,35400,F21Q12453546,P,360,1,TRUIST BANK,TRUIST BANK,,,9,,2,N
12091,786,202105,Y,205104,26900.0,0,1,P,57,30,295000,57,2.625,C,N,FRM,IN,SF,47400,F21Q12453564,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
12092,767,202105,N,205104,16984.0,25,1,P,86,25,210000,86,2.875,R,N,FRM,IL,CO,60600,F21Q12453578,N,360,1,Other sellers,Other servicers,,,9,,2,N
12093,735,202105,Y,205104,26900.0,0,1,P,80,33,338000,80,2.75,C,N,FRM,IN,PU,46100,F21Q12453699,P,360,2,Other sellers,Other servicers,,,9,,2,N
12094,708,202105,N,205104,19430.0,0,1,P,80,36,188000,80,3.0,R,N,FRM,OH,SF,45400,F21Q12453754,N,360,1,Other sellers,Other servicers,,,9,,2,N
12095,687,202105,N,205104,38060.0,0,1,S,80,37,128000,80,3.375,R,N,FRM,AZ,SF,85300,F21Q12453773,P,360,2,Other sellers,Other servicers,,,9,,1,N
12096,773,202105,N,205104,41884.0,0,1,P,39,46,681000,39,2.75,C,N,FRM,CA,SF,94000,F21Q12453855,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",Y,,9,,2,N
12097,727,202105,N,203604,29404.0,0,1,P,79,34,177000,79,2.591,R,N,FRM,IL,SF,60000,F21Q12454053,N,180,2,"FLAGSTAR BANK, FSB","LAKEVIEW LOAN SERVICING, LLC",,,9,,1,N
12098,674,202105,N,205104,11460.0,0,1,P,60,33,228000,60,2.995,R,N,FRM,MI,CO,48100,F21Q12454350,C,360,2,"FLAGSTAR BANK, FSB",Other servicers,,,9,,1,N
12099,668,202105,N,205104,47664.0,0,1,P,70,30,180000,70,3.58,R,N,FRM,MI,SF,48100,F21Q12454356,N,360,1,"FLAGSTAR BANK, FSB","LAKEVIEW LOAN SERVICING, LLC",,,9,,1,N
12100,790,202105,N,205104,22660.0,0,1,P,29,36,120000,29,2.75,C,N,FRM,CO,PU,80500,F21Q12454626,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
12101,724,202105,Y,205104,19124.0,30,1,P,95,43,456000,95,3.375,C,N,FRM,TX,SF,75200,F21Q12454656,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
12102,729,202105,Y,205104,35004.0,30,1,P,95,45,447000,95,3.125,C,N,FRM,NY,SF,11500,F21Q12454731,P,360,2,Other sellers,Other servicers,,,9,,2,N
12103,792,202105,N,205104,17140.0,0,1,P,75,32,242000,75,3.0,R,N,FRM,OH,CO,45200,F21Q12454735,P,360,1,Other sellers,Other servicers,,,9,,2,N
12104,762,202105,N,203604,38060.0,0,1,P,49,31,191000,49,2.375,C,N,FRM,AZ,SF,85200,F21Q12454831,N,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
12105,783,202105,N,205104,47260.0,0,1,P,80,37,190000,80,2.875,C,N,FRM,VA,SF,23300,F21Q12454996,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
12106,769,202105,N,205104,,0,1,S,75,42,209000,75,3.19,B,N,FRM,UT,PU,84700,F21Q12455015,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
12107,792,202105,N,205104,42644.0,0,1,S,69,27,289000,69,2.999,B,N,FRM,WA,SF,98000,F21Q12455064,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
12108,794,202105,N,204104,14500.0,0,1,P,64,22,473000,64,2.375,C,N,FRM,CO,PU,80300,F21Q12455098,N,240,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
12109,818,202105,N,205104,,0,1,P,9,32,60000,9,3.125,R,N,FRM,CO,PU,81200,F21Q12455336,C,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12110,744,202105,N,205104,47894.0,30,1,P,95,43,260000,95,2.5,C,N,FRM,MD,PU,20600,F21Q12455400,N,360,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC.",,,9,,2,N
12111,820,202105,N,205104,,0,1,P,13,35,186000,13,2.875,C,N,FRM,MI,SF,49400,F21Q12455434,N,360,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,2,N
