,CREDIT SCORE,FIRST_PAYMENT_DATE,FIRST_TIME_HOMEBUYER_FLAG,MATURITY_DATE,MSA_CODE,MI_PERCENTAGE,NUMBER_OF_UNITS,OCCUPANCY_STATUS,ORIGINAL_CLTV,DTI,ORIGINAL_UPB,ORIGINAL_LTV,ORIGINAL_INTEREST_RATE,CHANNEL,PPM_FLAG,Amortization_type,STATE,PROPERTY TYPE,POSTAL CODE,id_loan,LOAN_PURPOSE,ORIGINAL_LOAN_TERM,NUMBER_BORROWERS,SELLER NAME,Servicer_Name,SUPER CONFORMING FLAG,LSN,PROGRAM INDICATOR,HARP_INDICATOR,PROPERTY_VALUATION_METHOD,IO_INDICATOR
23692,787,202108,N,205107,31084.0,0,4,I,57,33,730000,57,3.375,R,N,FRM,CA,SF,90200,F21Q20859662,C,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23693,634,202108,N,205107,26420.0,0,1,P,70,14,265000,70,3.375,C,N,FRM,TX,PU,77400,F21Q20859668,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23694,742,202107,N,205106,38060.0,0,1,P,80,43,269000,80,3.375,C,N,FRM,AZ,PU,85300,F21Q20859708,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23695,733,202108,Y,205107,36260.0,35,1,P,97,41,417000,97,3.25,C,N,FRM,UT,SF,84000,F21Q20859726,P,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23696,740,202108,N,204607,13820.0,0,1,P,80,39,324000,80,3.25,C,N,FRM,AL,PU,35200,F21Q20859757,C,300,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23697,690,202108,N,205107,41180.0,0,1,P,80,44,266000,80,3.5,R,N,FRM,IL,PU,62200,F21Q20859819,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23698,791,202108,N,205107,33460.0,0,1,P,70,37,300000,70,3.25,R,N,FRM,MN,SF,55400,F21Q20859825,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
23699,658,202108,N,205107,33874.0,0,1,P,75,40,210000,75,3.625,R,N,FRM,PA,PU,19400,F21Q20859883,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23700,752,202108,N,205107,20940.0,0,1,P,65,35,247000,65,2.75,C,N,FRM,CA,SF,92200,F21Q20860058,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
23701,729,202108,N,205107,38060.0,0,1,P,67,44,369000,67,2.875,R,N,FRM,AZ,PU,85300,F21Q20860076,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
23702,765,202108,N,205107,27260.0,25,1,P,89,24,284000,89,2.75,R,N,FRM,FL,PU,32000,F21Q20860079,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23703,698,202109,N,205108,33460.0,0,1,P,74,41,221000,74,2.875,B,N,FRM,MN,SF,55300,F21Q20860167,N,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
23704,790,202109,N,203608,38900.0,0,1,P,22,20,95000,22,2.875,R,N,FRM,WA,SF,98600,F21Q20860207,N,180,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23705,667,202107,Y,205106,31084.0,30,1,P,95,32,456000,95,3.5,C,N,FRM,CA,CO,90300,F21Q20860223,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23706,801,202108,N,203607,41620.0,0,1,P,47,20,270000,47,2.375,C,N,FRM,UT,SF,84000,F21Q20860297,C,180,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
23707,785,202108,N,203607,35614.0,0,1,P,37,33,514000,37,2.25,R,N,FRM,NY,CO,10100,F21Q20860329,N,180,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23708,799,202108,N,205107,31540.0,0,1,P,80,28,300000,80,2.875,C,N,FRM,WI,SF,53500,F21Q20860563,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
23709,734,202107,N,205106,14500.0,30,1,P,95,45,654000,95,2.99,C,N,FRM,CO,SF,80500,F21Q20860575,P,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Y,,9,,2,N
23710,798,202109,N,203608,35614.0,0,1,P,36,29,75000,36,2.625,R,N,FRM,NY,SF,10500,F21Q20860719,C,180,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
23711,744,202108,N,204107,41940.0,0,1,P,69,50,500000,69,2.625,R,N,FRM,CA,PU,95100,F21Q20860735,N,240,1,Other sellers,Other servicers,,,9,,1,N
23712,778,202108,N,205007,19124.0,25,1,P,88,35,167000,88,2.99,R,N,FRM,TX,PU,75000,F21Q20860736,N,348,1,Other sellers,Other servicers,,,9,,1,N
23713,735,202108,N,204107,25540.0,0,1,P,78,30,207000,78,2.75,B,N,FRM,CT,SF,6000,F21Q20860761,N,240,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,1,N
23714,795,202108,N,205107,36500.0,0,1,P,51,45,378000,51,2.875,R,N,FRM,WA,SF,98500,F21Q20860801,N,360,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,1,N
23715,663,202108,Y,205107,38300.0,12,1,P,85,39,255000,85,3.5,B,N,FRM,PA,SF,16200,F21Q20860904,P,360,1,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
23716,645,202108,Y,205107,33460.0,0,1,P,80,40,299000,80,3.625,B,N,FRM,MN,SF,55300,F21Q20860917,P,360,2,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
23717,807,202108,N,205107,12100.0,0,1,P,55,22,548000,55,3.375,C,N,FRM,NJ,SF,8200,F21Q20860943,P,360,1,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
23718,801,202108,N,203607,17140.0,0,1,P,70,18,238000,70,2.5,R,N,FRM,OH,SF,45100,F21Q20861086,N,180,1,Other sellers,Other servicers,,,9,,1,N
23719,784,202108,N,203607,17140.0,0,1,P,37,39,57000,37,2.75,R,N,FRM,OH,SF,45200,F21Q20861087,N,180,2,Other sellers,Other servicers,,,9,,2,N
23720,758,202108,N,205107,24860.0,0,1,P,80,21,291000,80,3.25,B,N,FRM,SC,PU,29600,F21Q20861132,P,360,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
23721,816,202108,N,203607,47664.0,0,1,P,76,34,174000,76,2.625,C,N,FRM,MI,CO,48000,F21Q20861157,C,180,2,Other sellers,Other servicers,,,9,,2,N
23722,661,202108,N,205107,32820.0,12,1,P,87,33,167000,87,4.0,R,N,FRM,TN,PU,38100,F21Q20861219,N,360,1,Other sellers,Other servicers,,,9,,2,N
23723,806,202109,N,205108,36740.0,0,1,P,48,38,373000,48,2.75,R,N,FRM,FL,SF,32700,F21Q20861339,N,360,2,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,1,N
23724,799,202108,Y,205107,48424.0,25,1,P,90,36,221000,90,3.25,R,N,FRM,FL,SF,33400,F21Q20861487,P,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23725,733,202108,N,205107,48900.0,0,1,P,71,14,176000,71,2.75,R,N,FRM,NC,SF,28400,F21Q20861909,N,360,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23726,773,202108,N,205107,12060.0,0,1,P,75,36,334000,75,2.875,C,N,FRM,GA,SF,30000,F21Q20861964,C,360,1,Other sellers,Other servicers,,,9,,2,N
23727,797,202108,N,205107,16984.0,0,1,P,80,39,420000,80,2.875,C,N,FRM,IL,CO,60500,F21Q20862114,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23728,792,202108,N,205107,25940.0,0,1,P,43,29,548000,43,2.875,C,N,FRM,SC,PU,29900,F21Q20862169,N,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23729,791,202108,Y,205107,33874.0,30,1,P,95,33,359000,95,2.75,C,N,FRM,PA,PU,19400,F21Q20862180,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23730,767,202108,N,205107,47940.0,12,1,P,81,16,441000,81,2.875,C,N,FRM,IA,SF,50600,F21Q20862273,N,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23731,777,202108,Y,205107,47894.0,30,1,P,95,38,689000,95,2.98,C,N,FRM,VA,PU,22200,F21Q20862311,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,Y,,9,,2,N
23732,797,202108,Y,205107,30780.0,30,1,P,95,26,233000,95,2.875,C,N,FRM,AR,SF,72200,F21Q20862344,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23733,806,202108,Y,205107,19124.0,30,1,P,95,32,329000,95,2.875,C,N,FRM,TX,PU,76000,F21Q20862373,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23734,748,202108,Y,205107,49180.0,25,1,P,90,40,265000,90,2.99,C,N,FRM,NC,PU,27000,F21Q20862470,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23735,814,202108,N,205107,12940.0,0,1,P,80,45,440000,80,3.25,C,N,FRM,LA,PU,70800,F21Q20862554,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23736,792,202108,Y,205107,29820.0,0,1,P,80,18,276000,80,3.25,C,N,FRM,NV,PU,89100,F21Q20862618,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23737,691,202108,N,205107,13820.0,0,1,P,67,36,275000,67,3.25,C,N,FRM,AL,SF,35100,F21Q20862632,C,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23738,715,202108,Y,205107,42644.0,30,1,P,92,27,776000,92,3.25,C,N,FRM,WA,SF,98100,F21Q20862644,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,Y,,9,,2,N
23739,808,202108,N,205107,11244.0,0,1,P,43,21,322000,43,2.999,C,N,FRM,CA,CO,92800,F21Q20862847,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23740,637,202108,N,205107,,0,1,P,60,25,314000,60,3.625,C,N,FRM,WA,SF,98300,F21Q20862969,C,360,1,Other sellers,Other servicers,,,9,,1,N
23741,749,202108,N,205107,12420.0,0,1,P,80,48,211000,80,2.875,C,N,FRM,TX,SF,78600,F21Q20863028,P,360,1,Other sellers,Other servicers,,,9,,2,N
23742,804,202108,N,205107,15764.0,0,1,P,27,33,450000,27,2.875,C,N,FRM,MA,SF,1900,F21Q20863043,P,360,2,Other sellers,Other servicers,,,9,,2,N
23743,702,202109,N,203608,17140.0,0,1,P,55,38,115000,55,2.625,C,N,FRM,OH,SF,45200,F21Q20863150,C,180,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
23744,749,202108,N,203607,19124.0,0,1,P,55,25,266000,55,2.0,B,N,FRM,TX,PU,75000,F21Q20863268,N,180,2,Other sellers,Other servicers,,,9,,2,N
23745,796,202108,N,203607,37964.0,0,1,P,53,24,336000,53,2.25,B,N,FRM,PA,SF,19100,F21Q20863279,N,180,1,Other sellers,Other servicers,,,9,,1,N
23746,706,202108,N,203607,36420.0,0,1,P,79,38,342000,79,2.25,B,N,FRM,OK,PU,73000,F21Q20863285,N,180,2,Other sellers,Other servicers,,,9,,1,N
23747,814,202108,N,203607,23104.0,0,1,P,80,44,234000,80,2.0,B,N,FRM,TX,PU,76100,F21Q20863327,N,180,1,Other sellers,Other servicers,,,9,,1,N
23748,803,202108,N,203607,33874.0,0,1,P,50,38,266000,50,2.0,B,N,FRM,PA,SF,19400,F21Q20863356,N,180,1,Other sellers,Other servicers,,,9,,1,N
23749,746,202108,N,205107,22220.0,0,1,P,80,44,228000,80,3.5,R,N,FRM,AR,PU,72700,F21Q20863435,C,360,1,Other sellers,Other servicers,,,9,,2,N
23750,793,202108,N,205107,28140.0,30,1,P,95,37,428000,95,3.25,R,N,FRM,KS,PU,66000,F21Q20863490,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
23751,695,202108,N,203607,19740.0,0,1,P,39,35,173000,39,2.625,R,N,FRM,CO,PU,80200,F21Q20863545,N,180,1,Other sellers,Other servicers,,,9,,1,N
23752,800,202108,N,205107,40060.0,0,1,P,74,33,490000,74,2.875,R,N,FRM,VA,PU,23100,F21Q20863651,C,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
23753,738,202108,N,205107,12580.0,0,1,P,40,35,255000,40,2.99,C,N,FRM,MD,PU,21100,F21Q20863686,N,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23754,748,202108,N,205107,33460.0,0,1,P,73,39,548000,73,3.375,C,N,FRM,MN,SF,55300,F21Q20863702,C,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23755,781,202106,N,203605,41620.0,0,1,P,36,31,386000,36,2.375,B,N,FRM,UT,SF,84000,F21Q20863705,N,180,2,Other sellers,Other servicers,,,9,,2,N
23756,798,202108,N,203607,41620.0,0,1,P,58,26,330000,58,2.25,B,N,FRM,UT,PU,84000,F21Q20863767,C,180,2,Other sellers,Other servicers,,,9,,1,N
23757,770,202108,N,205107,38300.0,0,1,P,80,29,357000,80,2.99,C,N,FRM,PA,PU,15000,F21Q20863834,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23758,752,202108,N,205107,40140.0,0,1,P,36,41,300000,36,2.875,C,N,FRM,CA,SF,92500,F21Q20863872,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23759,714,202108,N,205107,41620.0,0,1,P,70,41,255000,70,3.25,C,N,FRM,UT,SF,84100,F21Q20863901,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23760,759,202108,N,205107,46220.0,25,1,P,90,32,314000,90,3.0,C,N,FRM,AL,PU,35400,F21Q20863950,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23761,733,202108,N,205107,12940.0,0,1,P,80,47,340000,80,3.375,C,N,FRM,LA,PU,70700,F21Q20863965,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23762,754,202108,N,205107,19124.0,25,1,P,90,36,399000,90,3.375,C,N,FRM,TX,SF,75000,F21Q20864012,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23763,729,202108,Y,205107,18580.0,25,1,P,90,25,270000,90,3.25,C,N,FRM,TX,SF,78400,F21Q20864072,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23764,811,202108,N,204607,26980.0,0,1,P,75,36,404000,75,2.875,C,N,FRM,IA,PU,52200,F21Q20864077,N,300,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23765,750,202108,N,205107,11244.0,0,1,P,71,40,822000,71,3.5,C,N,FRM,CA,PU,92600,F21Q20864099,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",Y,,9,,2,N
23766,761,202108,N,205107,43300.0,0,1,P,70,30,529000,70,3.0,C,N,FRM,TX,SF,75000,F21Q20864118,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23767,786,202108,N,205107,19780.0,0,1,P,63,16,231000,63,2.875,C,N,FRM,IA,PU,50000,F21Q20864136,N,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23768,749,202108,N,205107,25540.0,0,1,P,70,48,297000,70,2.999,C,N,FRM,CT,SF,6100,F21Q20864148,N,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23769,777,202108,N,205107,,0,1,S,44,30,280000,44,3.25,C,N,FRM,UT,PU,84000,F21Q20864251,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23770,764,202108,Y,205107,42644.0,0,1,P,50,45,400000,50,2.875,C,N,FRM,WA,SF,98000,F21Q20864285,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23771,764,202108,N,205107,35084.0,0,1,P,39,47,295000,39,3.25,C,N,FRM,NJ,SF,7900,F21Q20864382,C,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23772,791,202108,N,204607,49340.0,0,1,P,78,14,192000,78,3.5,R,N,FRM,MA,SF,1300,F21Q20864426,C,300,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23773,725,202108,N,205107,37964.0,0,1,P,53,43,233000,53,3.0,C,N,FRM,PA,SF,19000,F21Q20864524,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23774,720,202108,N,205107,33340.0,12,2,P,85,36,285000,85,3.375,C,N,FRM,WI,SF,53200,F21Q20864630,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23775,771,202108,N,204107,29540.0,0,1,P,67,25,304000,67,2.5,B,N,FRM,PA,SF,17600,F21Q20864662,N,240,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23776,739,202108,N,205107,,0,1,P,63,30,379000,63,3.25,C,N,FRM,OK,SF,73000,F21Q20864828,N,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23777,701,202108,N,204107,16984.0,0,1,P,78,45,354000,78,3.125,R,N,FRM,IL,SF,60000,F21Q20864868,N,240,1,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23778,736,202108,N,204107,36740.0,0,1,S,57,21,186000,57,2.99,R,N,FRM,FL,PU,34700,F21Q20864870,N,240,1,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23779,757,202108,N,203607,15764.0,0,1,P,32,21,252000,32,2.5,C,N,FRM,MA,SF,2400,F21Q20864936,C,180,1,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23780,740,202108,N,205107,39340.0,0,1,P,65,39,325000,65,3.25,C,N,FRM,UT,PU,84000,F21Q20865041,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23781,793,202108,N,205107,19124.0,0,1,P,73,46,275000,73,2.99,C,N,FRM,TX,SF,75000,F21Q20865064,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23782,747,202107,N,205106,42034.0,0,1,P,44,17,700000,44,2.875,C,N,FRM,CA,SF,94900,F21Q20865209,N,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",Y,,9,,2,N
23783,789,202108,N,204607,47894.0,0,1,P,60,48,426000,60,3.0,C,N,FRM,VA,PU,20100,F21Q20865282,N,300,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23784,744,202109,N,205108,31084.0,0,1,P,54,43,537000,54,2.99,R,N,FRM,CA,SF,91700,F21Q20865382,C,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23785,736,202109,N,205108,40484.0,0,1,P,37,20,205000,37,2.875,R,N,FRM,NH,SF,3800,F21Q20865388,C,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23786,806,202108,N,205107,36260.0,0,1,P,51,24,240000,51,2.99,R,N,FRM,UT,SF,84000,F21Q20865398,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23787,727,202108,N,205107,33874.0,0,1,P,70,39,419000,70,2.75,B,N,FRM,PA,SF,19300,F21Q20865431,P,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23788,781,202108,Y,205107,19804.0,25,1,P,88,38,238000,88,3.125,C,N,FRM,MI,SF,48100,F21Q20865708,P,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23789,755,202108,N,205107,24540.0,0,1,P,56,41,340000,56,2.75,C,N,FRM,CO,PU,80600,F21Q20865751,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23790,790,202108,N,205107,11244.0,0,1,P,34,48,270000,34,3.0,C,N,FRM,CA,SF,92800,F21Q20865774,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23791,727,202108,Y,205107,41180.0,25,1,P,90,31,302000,90,3.125,C,N,FRM,MO,SF,63100,F21Q20865831,P,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23792,811,202108,Y,205107,35154.0,0,1,P,80,24,388000,80,2.99,C,N,FRM,NJ,SF,8800,F21Q20865905,P,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23793,790,202108,N,205107,38900.0,0,1,P,57,12,449000,57,2.875,C,N,FRM,OR,PU,97000,F21Q20865907,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23794,701,202108,Y,205107,41700.0,12,1,P,84,24,548000,84,3.125,C,N,FRM,TX,SF,78200,F21Q20865954,P,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23795,713,202109,N,205108,44700.0,0,1,P,69,35,235000,69,3.25,R,N,FRM,CA,SF,95200,F21Q20866016,C,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23796,707,202109,N,205108,49340.0,0,1,P,78,44,266000,78,3.625,R,N,FRM,CT,SF,6300,F21Q20866026,C,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23797,753,202108,N,205107,31084.0,0,1,P,75,42,525000,75,3.375,C,N,FRM,CA,SF,91300,F21Q20866092,C,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23798,752,202108,N,205107,38300.0,0,1,P,80,50,346000,80,3.5,C,N,FRM,PA,SF,15400,F21Q20866135,C,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23799,804,202108,N,205107,38900.0,0,1,P,65,25,406000,65,3.25,C,N,FRM,WA,PU,98600,F21Q20866147,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
23800,707,202108,Y,205107,17660.0,0,1,P,78,42,318000,78,3.5,C,N,FRM,ID,PU,83800,F21Q20866263,P,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23801,763,202108,N,205107,38060.0,0,1,P,80,44,280000,80,3.625,C,N,FRM,AZ,PU,85300,F21Q20866327,C,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23802,774,202108,N,205107,22380.0,0,1,P,53,32,323000,53,3.375,C,N,FRM,AZ,SF,86000,F21Q20866330,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23803,811,202108,N,205107,19740.0,0,1,P,62,45,242000,62,3.5,C,N,FRM,CO,CO,80400,F21Q20866380,C,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
23804,761,202108,N,205107,19124.0,0,1,P,65,30,382000,65,3.0,C,N,FRM,TX,PU,75000,F21Q20866566,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23805,712,202107,N,205106,39340.0,0,1,P,64,38,263000,64,3.5,C,N,FRM,UT,SF,84000,F21Q20866710,N,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23806,722,202108,Y,205107,14740.0,0,1,P,80,45,548000,55,3.0,C,N,FRM,WA,SF,98100,F21Q20866769,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23807,798,202108,Y,205107,41884.0,0,1,P,60,25,695000,60,2.875,C,N,FRM,CA,SF,94000,F21Q20866803,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",Y,,9,,2,N
23808,691,202108,N,205107,37340.0,0,1,P,80,44,232000,80,3.25,R,N,FRM,FL,SF,32900,F21Q20866919,C,360,1,Other sellers,Other servicers,,,9,,2,N
23809,785,202108,N,205107,44060.0,25,1,S,90,39,311000,90,3.25,R,N,FRM,WA,SF,99100,F21Q20866947,P,360,2,Other sellers,Other servicers,,,9,,2,N
23810,794,202108,N,205107,38060.0,30,1,P,95,36,374000,95,2.99,R,N,FRM,AZ,SF,85000,F21Q20867104,P,360,1,Other sellers,Other servicers,,,9,,2,N
23811,751,202108,N,205107,29460.0,0,1,P,80,35,207000,80,3.375,R,N,FRM,FL,PU,33800,F21Q20867115,N,360,2,Other sellers,Other servicers,,,9,,2,N
23812,784,202106,N,203605,19124.0,0,1,P,38,32,153000,38,2.375,C,N,FRM,TX,SF,75200,F21Q20867146,N,180,2,Other sellers,Other servicers,,,9,,2,N
23813,758,202107,N,203606,,0,1,P,35,50,220000,35,2.625,C,N,FRM,CA,SF,96000,F21Q20867415,N,180,2,Other sellers,Other servicers,,,9,,2,N
23814,790,202108,N,203607,16740.0,0,1,P,28,46,314000,28,2.375,R,N,FRM,NC,PU,28100,F21Q20867472,N,180,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23815,780,202107,N,203606,,0,1,P,32,18,120000,32,2.25,B,N,FRM,NC,SF,28700,F21Q20867922,N,180,1,Other sellers,Other servicers,,,9,,1,N
